Periodname,Provider Parent org code,Provider Parent name,Provider Org code,Provider Org name,Commissioner Parent Org Code,Commissioner Org Name,Commissioner Org Code,Ip Elect Ord,Ip Elect Day,Ip Elect Total,Ip Elecord Planned,Ip Elecday Planned,Ip Electotal Planned,Ip Elect Total Tc,Ip Nonelect,Op Gprefsmade M,Op Gprefsseen M,Op Gprefsmade Ga M,Op Gprefsseen Ga M,Op Otherrefsmade Ga M,Op 1statt Ga M
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,QWU,NHS COVENTRY AND RUGBY CCG,05A,0,1,1,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,QWU,NHS WARWICKSHIRE NORTH CCG,05H,0,2,2,0,2,2,0,0,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,QWU,NHS SOUTH WARWICKSHIRE CCG,05R,0,1,1,0,1,1,0,0,1,1,1,1,1,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,QYG,NHS HALTON CCG,01F,0,0,0,0,0,0,0,0,0,1,0,1,0,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,QYG,NHS SOUTHPORT AND FORMBY CCG,01V,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,QYG,NHS CHESHIRE CCG,27D,1,0,1,0,0,0,0,0,0,0,0,0,1,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,QYG,NHS LIVERPOOL CCG,99A,1,1,2,0,1,1,0,0,0,1,0,1,1,5
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,,,NONC,0,1,1,0,1,1,0,5,3,3,3,3,5,6
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,,NHS ENGLAND,X24,0,33,33,0,33,33,0,5,4,4,4,4,27,90
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QE1,NHS MORECAMBE BAY CCG,01K,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,18C,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QHL,NHS BIRMINGHAM AND SOLIHULL CCG,15E,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QHM,NHS NORTHUMBERLAND CCG,00L,30,1173,1203,10,680,690,0,2361,559,814,557,814,585,1639
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QHM,NHS SOUTH TYNESIDE CCG,00N,0,0,0,0,0,0,0,4,0,1,0,1,5,6
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QHM,NHS SUNDERLAND CCG,00P,0,0,0,0,0,0,0,9,0,5,0,5,9,9
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QHM,NHS NORTH CUMBRIA CCG,01H,0,24,24,0,3,3,0,2,9,19,9,19,13,26
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QHM,NHS NEWCASTLE GATESHEAD CCG,13T,0,30,30,0,22,22,0,67,1,3,0,3,16,30
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QHM,NHS TEES VALLEY CCG,16C,0,0,0,0,0,0,0,1,1,2,1,2,2,3
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QHM,NHS COUNTY DURHAM CCG,84H,1,9,10,1,5,6,0,8,0,3,0,3,0,4
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QHM,NHS NORTH TYNESIDE CCG,99C,19,569,588,4,388,392,0,1452,350,549,315,493,562,1115
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QJ2,NHS DERBY AND DERBYSHIRE CCG,15M,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QKK,NHS SOUTH EAST LONDON CCG,72Q,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QKS,NHS KENT AND MEDWAY CCG,91Q,0,0,0,0,0,0,0,1,0,0,0,0,1,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QNC,NHS STOKE ON TRENT CCG,05W,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QOP,NHS OLDHAM CCG,00Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QOP,NHS MANCHESTER CCG,14L,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QOQ,NHS VALE OF YORK CCG,03Q,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",92G,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QT6,NHS KERNOW CCG,11N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,06H,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",15C,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QWE,NHS SOUTH WEST LONDON CCG,36L,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QWO,NHS WAKEFIELD CCG,03R,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QWO,NHS LEEDS CCG,15F,0,0,0,0,0,0,0,0,0,1,0,1,0,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QWU,NHS COVENTRY AND RUGBY CCG,05A,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QYG,NHS SOUTHPORT AND FORMBY CCG,01V,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,QYG,NHS LIVERPOOL CCG,99A,0,1,1,0,1,1,0,0,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,,,NONC,1,0,1,0,0,0,0,8,3,0,3,0,14,12
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,,NHS ENGLAND,X24,106,412,518,9,321,330,0,275,198,151,198,151,71,952
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QE1,NHS EAST LANCASHIRE CCG,01A,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QE1,NHS MORECAMBE BAY CCG,01K,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QH8,NHS BASILDON AND BRENTWOOD CCG,99E,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QHM,NHS NORTHUMBERLAND CCG,00L,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QHM,NHS SOUTH TYNESIDE CCG,00N,0,0,0,0,0,0,0,1,0,0,0,0,1,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QHM,NHS SUNDERLAND CCG,00P,1,1,2,0,0,0,0,1,0,0,0,0,6,2
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QHM,NHS NORTH CUMBRIA CCG,01H,0,2,2,0,0,0,0,0,0,0,0,0,9,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QHM,NHS NEWCASTLE GATESHEAD CCG,13T,0,5,5,0,2,2,0,2,0,0,0,0,3,2
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QHM,NHS TEES VALLEY CCG,16C,146,949,1095,50,406,456,0,1977,661,911,658,910,1680,1932
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QHM,NHS COUNTY DURHAM CCG,84H,12,85,97,2,32,34,0,41,29,52,29,52,151,96
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QJ2,NHS DERBY AND DERBYSHIRE CCG,15M,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QK1,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,03W,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QK1,NHS WEST LEICESTERSHIRE CCG,04V,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QM7,NHS EAST AND NORTH HERTFORDSHIRE CCG,06K,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QMF,NHS CITY AND HACKNEY CCG,07T,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QOP,NHS BOLTON CCG,00T,0,0,0,0,0,0,0,0,0,1,0,1,1,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QOP,NHS TRAFFORD CCG,02A,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QOP,NHS MANCHESTER CCG,14L,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QOQ,NHS HULL CCG,03F,0,0,0,0,0,0,0,0,0,0,0,0,1,2
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QOQ,NHS NORTH LINCOLNSHIRE CCG,03K,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QOQ,NHS VALE OF YORK CCG,03Q,1,11,12,0,11,11,0,4,1,5,1,5,7,12
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QOQ,NHS NORTH YORKSHIRE CCG,42D,47,376,423,8,273,281,0,533,223,304,223,304,520,673
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QRV,NHS EALING CCG,07W,0,1,1,0,1,1,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QRV,NHS HAMMERSMITH AND FULHAM CCG,08C,0,0,0,0,0,0,0,1,1,1,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QT6,NHS KERNOW CCG,11N,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QU9,NHS OXFORDSHIRE CCG,10Q,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QU9,NHS BERKSHIRE WEST CCG,15A,0,0,0,0,0,0,0,0,1,0,1,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QUA,NHS SANDWELL AND WEST BIRMINGHAM CCG,05L,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,06H,0,1,1,0,1,1,0,0,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QWO,NHS NORTH KIRKLEES CCG,03J,0,1,1,0,1,1,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QWO,NHS WAKEFIELD CCG,03R,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QWO,NHS LEEDS CCG,15F,0,0,0,0,0,0,0,0,1,0,1,0,1,2
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QWO,NHS BRADFORD DISTRICT AND CRAVEN CCG,36J,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QWU,NHS COVENTRY AND RUGBY CCG,05A,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,QYG,NHS WIRRAL CCG,12F,0,1,1,0,1,1,0,0,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,,,NONC,0,0,0,0,0,0,0,0,1,0,1,0,1,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,,NHS ENGLAND,X24,0,1,1,0,1,1,0,5,6,4,6,4,5,8
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QF7,NHS SHEFFIELD CCG,03N,0,1,1,0,0,0,0,0,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QH8,NHS CASTLE POINT AND ROCHFORD CCG,99F,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QHM,NHS NORTHUMBERLAND CCG,00L,0,0,0,0,0,0,0,0,0,1,0,1,2,2
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QHM,NHS SUNDERLAND CCG,00P,0,1,1,0,0,0,0,1,1,4,1,4,1,5
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QHM,NHS NORTH CUMBRIA CCG,01H,0,0,0,0,0,0,0,0,0,1,0,1,0,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QHM,NHS NEWCASTLE GATESHEAD CCG,13T,0,1,1,0,0,0,0,5,0,0,0,0,1,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QHM,NHS TEES VALLEY CCG,16C,89,697,786,30,510,540,0,1721,934,1288,849,1205,1111,2136
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QHM,NHS COUNTY DURHAM CCG,84H,14,119,133,8,91,99,0,266,192,249,179,235,166,369
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QHM,NHS NORTH TYNESIDE CCG,99C,0,0,0,0,0,0,0,3,1,1,1,1,1,2
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QKK,NHS SOUTH EAST LONDON CCG,72Q,0,1,1,0,0,0,0,0,0,0,0,0,1,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QMF,NHS WALTHAM FOREST CCG,08W,0,0,0,0,0,0,0,0,1,1,1,1,0,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QNC,NHS EAST STAFFORDSHIRE CCG,05D,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QNQ,NHS SURREY HEATH CCG,10C,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QOQ,NHS NORTH LINCOLNSHIRE CCG,03K,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QOQ,NHS NORTH YORKSHIRE CCG,42D,2,3,5,0,1,1,0,4,4,11,4,11,1,13
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QPM,NHS NORTHAMPTONSHIRE CCG,78H,0,1,1,0,0,0,0,0,0,0,0,0,1,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,52R,0,1,1,0,0,0,0,0,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QU9,NHS OXFORDSHIRE CCG,10Q,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QVV,NHS DORSET CCG,11J,0,0,0,0,0,0,0,0,1,3,1,3,0,3
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QWE,NHS SOUTH WEST LONDON CCG,36L,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QWO,NHS BRADFORD DISTRICT AND CRAVEN CCG,36J,0,0,0,0,0,0,0,2,1,1,1,1,2,3
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QXU,NHS SURREY HEARTLANDS CCG,92A,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,QYG,NHS SOUTHPORT AND FORMBY CCG,01V,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",QF7,NHS SHEFFIELD CCG,03N,0,0,0,0,0,0,0,0,1,1,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",QHM,NHS NORTHUMBERLAND CCG,00L,0,0,0,0,0,0,0,0,1,1,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",QHM,NHS SOUTH TYNESIDE CCG,00N,0,0,0,0,0,0,0,0,0,2,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",QHM,NHS SUNDERLAND CCG,00P,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",QHM,NHS NEWCASTLE GATESHEAD CCG,13T,0,0,0,0,0,0,0,0,4,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",QHM,NHS COUNTY DURHAM CCG,84H,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",QHM,NHS NORTH TYNESIDE CCG,99C,0,0,0,0,0,0,0,0,1,2,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,,NHS ENGLAND,X24,1,16,17,1,0,1,0,14,8,13,8,13,9,33
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,QE1,NHS MORECAMBE BAY CCG,01K,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,QF7,NHS DONCASTER CCG,02X,0,0,0,0,0,0,0,1,0,0,0,0,1,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,QF7,NHS SHEFFIELD CCG,03N,0,0,0,0,0,0,0,0,0,0,0,0,2,1
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,QHM,NHS NORTHUMBERLAND CCG,00L,0,2,2,0,2,2,0,2,0,0,0,0,2,2
MAR-April-2020,QHM,CUMBRIA AND NORTH EAST STP,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,QHM,NHS SOUTH TYNESIDE CCG,00N,1,5,6,0,0,0,0,2,8,2,8,2,10,11
